Linux 5.19.0-45-generic (rachit-virtual-machine) 	24/06/23 	_x86_64_	(4 CPU)

01:05:51 AM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:09:28 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:29 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:09:30 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:31 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:32 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:09:33 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:09:34 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:09:35 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:36 AM IST     all      0.00      0.00      0.50      0.00      0.00     99.50
01:09:37 AM IST     all      1.02      0.00      1.53      0.00      0.00     97.45
01:09:38 AM IST     all     64.74      0.00     18.39      0.00      0.00     16.88
01:09:39 AM IST     all     76.09      0.00      1.80      0.00      0.00     22.11
01:09:40 AM IST     all     77.64      0.00      0.50      0.00      0.00     21.86
01:09:41 AM IST     all     77.66      0.00      3.30      0.00      0.00     19.04
01:09:42 AM IST     all     62.37      0.00      2.02      0.00      0.00     35.61
01:09:43 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:44 AM IST     all      0.25      0.00      0.00      0.76      0.00     98.99
01:09:45 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:46 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:09:47 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:48 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:49 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:09:50 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:51 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:52 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:53 AM IST     all     17.34      0.00     20.85      0.00      0.00     61.81
01:09:54 AM IST     all     75.58      0.00      2.31      0.00      0.00     22.11
01:09:55 AM IST     all     76.07      0.00      1.51      0.00      0.00     22.42
01:09:56 AM IST     all     77.24      0.00      1.02      0.00      0.00     21.74
01:09:57 AM IST     all     81.11      0.00      1.26      0.00      0.00     17.63
01:09:58 AM IST     all     28.61      0.00      1.01      0.00      0.00     70.38
01:09:59 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:10:00 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:01 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
