Linux 5.19.0-45-generic (aicfed) 	24/06/23 	_x86_64_	(4 CPU)

01:05:08 AM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:10:43 AM IST     all     65.25      0.00     32.50      0.00      0.00      2.25
01:10:44 AM IST     all     65.75      0.00     31.75      0.00      0.00      2.50
01:10:45 AM IST     all     66.50      0.00     28.50      0.00      0.00      5.00
01:10:46 AM IST     all     66.50      0.00     28.50      0.00      0.00      5.00
01:10:47 AM IST     all     66.17      0.00     28.32      0.00      0.00      5.51
01:10:48 AM IST     all     65.91      0.00     31.33      0.00      0.00      2.76
01:10:49 AM IST     all     67.99      0.00     28.54      0.00      0.00      3.47
01:10:50 AM IST     all     66.67      0.00     27.57      0.00      0.00      5.76
01:10:51 AM IST     all     61.65      0.00     31.58      0.00      0.00      6.77
01:10:52 AM IST     all     66.25      0.00     30.75      0.00      0.00      3.00
01:10:53 AM IST     all     64.27      0.00     25.06      0.00      0.00     10.67
01:10:54 AM IST     all     10.03      0.00      7.27      0.00      0.00     82.71
01:10:55 AM IST     all      0.26      0.00      1.79      0.00      0.00     97.96
01:10:56 AM IST     all     40.00      0.00     32.66      0.00      0.00     27.34
01:10:57 AM IST     all     56.50      0.00     37.25      0.00      0.00      6.25
01:10:58 AM IST     all     64.34      0.00     32.92      0.00      0.00      2.74
01:10:59 AM IST     all     63.91      0.00     32.58      0.00      0.00      3.51
01:11:00 AM IST     all     61.90      0.00     31.33      0.00      0.00      6.77
01:11:01 AM IST     all     66.00      0.00     31.27      0.00      0.00      2.73
01:11:02 AM IST     all     64.82      0.00     31.91      0.00      0.00      3.27
01:11:03 AM IST     all     64.32      0.00     31.41      0.00      0.00      4.27
01:11:04 AM IST     all     67.49      0.00     30.27      0.00      0.00      2.23
01:11:05 AM IST     all     65.83      0.00     31.16      0.00      0.00      3.02
01:11:06 AM IST     all     64.72      0.00     32.23      0.00      0.00      3.05
01:11:07 AM IST     all     64.00      0.00     32.25      0.00      0.00      3.75
01:11:08 AM IST     all     66.25      0.00     31.25      0.00      0.00      2.50
01:11:09 AM IST     all     64.93      0.25     30.35      0.00      0.00      4.48
01:11:10 AM IST     all     13.57      0.00      7.79      0.00      0.00     78.64
01:11:11 AM IST     all      0.26      0.00      1.02      0.00      0.00     98.72
01:11:12 AM IST     all     48.74      0.00     33.92      0.00      0.00     17.34
01:11:13 AM IST     all     61.15      0.00     35.09      0.00      0.00      3.76
01:11:14 AM IST     all     67.83      0.00     27.18      0.00      0.00      4.99
01:11:15 AM IST     all     66.25      0.00     27.20      0.00      0.00      6.55
01:11:16 AM IST     all     64.91      0.00     28.07      0.00      0.00      7.02
01:11:17 AM IST     all     65.66      0.00     31.58      0.00      0.00      2.76
